DATA,ID_PRODUTO,VALOR_VENDA,FAIXA_HORARIO
8/22/2021,2,"29,89",14:00
8/22/2021,11,"13,53",10:00
8/22/2021,7,"6,83",11:00
8/22/2021,10,"28,92",10:00
8/22/2021,11,"17,66",11:00
8/22/2021,5,"4,58",14:00
8/22/2021,6,"29,52",10:00
8/22/2021,3,"12,26",13:00
8/22/2021,5,"5,64",14:00
8/22/2021,7,"12,42",9:00
8/22/2021,7,"23,32",8:00
8/22/2021,5,"10,67",14:00
8/22/2021,3,"9,44",11:00
8/22/2021,2,"23,79",13:00
8/22/2021,2,"21,23",13:00
8/22/2021,4,"17,38",8:00
8/22/2021,1,"11,42",14:00
8/22/2021,5,"10,8",14:00
8/22/2021,7,"27,46",13:00
8/22/2021,7,"26,53",11:00
8/22/2021,7,"17,07",13:00
8/22/2021,2,"2,51",9:00
8/22/2021,4,"10,42",11:00
8/22/2021,11,"12,85",14:00
8/22/2021,3,18,7:00
8/22/2021,7,"18,01",7:00
8/22/2021,7,"9,92",13:00
8/22/2021,5,28,8:00
8/22/2021,3,"14,13",13:00
8/22/2021,4,"26,09",13:00
8/22/2021,9,"8,1",11:00
8/22/2021,12,"18,53",9:00
8/22/2021,1,"28,14",13:00
8/23/2021,7,"20,6",7:00
8/23/2021,10,"24,68",11:00
8/23/2021,7,"24,77",13:00
8/23/2021,8,"23,38",14:00
8/23/2021,7,"29,5",10:00
8/23/2021,5,"16,85",7:00
8/23/2021,6,"17,46",13:00
8/23/2021,7,"7,23",10:00
8/23/2021,10,"9,37",14:00
8/23/2021,12,"27,29",8:00
8/23/2021,4,"16,72",12:00
8/23/2021,1,"12,44",11:00
8/23/2021,4,"14,69",9:00
8/23/2021,4,"17,39",8:00
8/23/2021,7,"12,98",9:00
8/23/2021,10,"13,49",13:00
8/23/2021,6,"16,25",7:00
8/23/2021,3,"4,3",7:00
8/23/2021,2,"2,64",9:00
8/23/2021,3,"6,6",14:00
8/23/2021,7,"27,68",14:00
8/23/2021,5,"14,29",7:00
8/23/2021,8,"6,11",12:00
8/23/2021,1,"20,25",10:00
8/23/2021,1,"20,77",12:00
8/23/2021,5,"13,07",7:00
8/23/2021,1,"21,14",14:00
8/23/2021,6,"28,17",9:00
8/23/2021,10,"4,76",12:00
8/23/2021,8,"26,17",14:00
8/23/2021,13,"26,48",14:00
8/23/2021,14,"26,4",14:00
8/23/2021,5,"11,05",14:00
8/23/2021,8,"25,64",12:00
8/23/2021,5,"26,06",8:00
8/23/2021,7,"10,89",10:00
8/23/2021,4,"16,7",13:00
8/23/2021,8,"29,74",10:00
8/23/2021,1,"21,34",10:00
8/23/2021,4,"29,25",10:00
8/23/2021,6,"9,36",9:00
8/23/2021,6,"29,79",13:00
8/23/2021,5,"6,99",13:00
8/23/2021,2,"18,62",13:00
8/23/2021,3,"17,29",10:00
8/23/2021,6,"18,99",12:00
8/23/2021,10,"29,02",14:00
8/23/2021,10,"5,28",10:00
8/23/2021,6,"19,17",14:00
8/23/2021,5,"18,99",12:00
8/23/2021,3,"18,13",7:00
8/23/2021,6,"2,19",14:00
8/23/2021,6,"1,94",12:00
8/23/2021,12,"13,15",13:00
8/23/2021,4,"15,09",8:00
8/23/2021,6,"15,52",7:00
8/23/2021,2,"25,03",8:00
8/23/2021,2,"8,14",7:00
8/23/2021,4,"13,84",13:00
8/23/2021,14,"8,12",13:00
8/23/2021,6,"2,18",8:00
8/23/2021,5,"15,46",11:00
8/23/2021,11,"15,38",13:00
8/23/2021,13,"12,49",12:00
8/23/2021,14,"21,3",13:00
8/23/2021,4,"8,12",10:00
8/23/2021,6,"13,84",7:00
8/23/2021,5,"5,22",13:00
8/23/2021,1,"24,04",7:00
8/23/2021,2,"12,66",11:00
8/23/2021,6,"4,39",12:00
8/23/2021,11,"5,4",13:00
8/23/2021,9,"2,44",13:00
8/23/2021,6,"15,54",12:00
8/23/2021,3,"20,24",13:00
8/23/2021,3,"29,85",7:00
8/23/2021,7,"14,36",13:00
8/23/2021,12,24,12:00
8/23/2021,14,"20,7",10:00
8/23/2021,1,"25,88",11:00
8/23/2021,2,"15,69",11:00
8/23/2021,4,"26,15",13:00
8/23/2021,3,"6,73",13:00
8/23/2021,14,"20,66",14:00
8/23/2021,10,"23,63",13:00
8/23/2021,14,"15,27",13:00
8/23/2021,6,"17,86",14:00
8/23/2021,8,"19,98",11:00
8/23/2021,6,"15,2",11:00
8/23/2021,12,"29,18",10:00
8/23/2021,11,"7,35",13:00
8/23/2021,1,"17,73",12:00
8/23/2021,2,"17,31",13:00
8/23/2021,6,"21,55",12:00
8/23/2021,5,"14,99",13:00
8/23/2021,5,"10,38",8:00
8/23/2021,4,"15,61",7:00
8/23/2021,3,"4,78",7:00
8/23/2021,7,"7,91",11:00
8/23/2021,6,"13,81",12:00
8/23/2021,6,"2,9",12:00
8/23/2021,1,"29,45",12:00
8/23/2021,12,"11,58",13:00
8/23/2021,7,"5,55",13:00
8/23/2021,11,"9,05",13:00
8/23/2021,7,"23,05",9:00
8/23/2021,4,"10,03",14:00
8/23/2021,4,"24,82",12:00
8/23/2021,3,"20,42",13:00
8/23/2021,5,"26,32",13:00
8/23/2021,8,"14,18",14:00
8/23/2021,2,"20,84",12:00
8/24/2021,1,"6,36",14:00
8/24/2021,4,"26,76",13:00
8/24/2021,5,"27,33",9:00
8/24/2021,6,"23,18",13:00
8/24/2021,10,"8,14",10:00
8/24/2021,4,"21,93",14:00
8/24/2021,13,"14,91",7:00
8/24/2021,3,"29,38",12:00
8/24/2021,2,"17,81",11:00
8/24/2021,4,"11,71",13:00
8/24/2021,14,"8,83",9:00
8/24/2021,5,"15,51",9:00
8/24/2021,4,"9,28",8:00
8/24/2021,10,"27,38",9:00
8/24/2021,14,"27,07",12:00
8/24/2021,4,"5,97",14:00
8/24/2021,8,"12,16",14:00
8/24/2021,8,"29,78",7:00
8/24/2021,2,"10,02",13:00
8/24/2021,1,"14,37",14:00
8/24/2021,4,"22,87",14:00
8/24/2021,12,"6,61",11:00
8/24/2021,12,"29,39",11:00
8/24/2021,1,"13,51",9:00
8/24/2021,14,"5,04",7:00
8/24/2021,3,"10,47",13:00
8/24/2021,8,"25,7",13:00
8/24/2021,14,"29,22",13:00
8/24/2021,5,"8,54",14:00
8/24/2021,12,"11,17",12:00
8/24/2021,4,"24,93",11:00
8/24/2021,5,"21,07",13:00
8/24/2021,5,"10,39",13:00
8/24/2021,8,"14,96",11:00
8/24/2021,2,"27,8",13:00
8/24/2021,2,"13,98",9:00
8/24/2021,3,"10,14",11:00
8/24/2021,1,"7,86",7:00
8/24/2021,11,"9,81",12:00
8/24/2021,3,"28,19",12:00
8/24/2021,3,"14,51",13:00
8/24/2021,5,"5,42",8:00
8/24/2021,1,"27,43",14:00
8/24/2021,2,"28,85",13:00
8/24/2021,3,"25,98",13:00
8/24/2021,4,"26,1",13:00
8/24/2021,8,"1,87",11:00
8/24/2021,14,"24,11",13:00
8/24/2021,2,"8,24",13:00
8/24/2021,12,"15,51",13:00
8/24/2021,1,"27,93",8:00
8/24/2021,1,"10,78",11:00
8/24/2021,9,"15,07",12:00
8/24/2021,10,"15,39",7:00
8/24/2021,11,"21,45",7:00
8/24/2021,5,"1,94",11:00
8/24/2021,3,"20,1",8:00
8/24/2021,7,"7,89",14:00
8/24/2021,1,"5,6",12:00
8/24/2021,14,"17,14",7:00
8/24/2021,3,"3,86",14:00
8/24/2021,2,"7,2",11:00
8/24/2021,4,"17,85",11:00
8/24/2021,1,"1,59",12:00
8/24/2021,13,"17,52",13:00
8/24/2021,13,"22,98",8:00
8/24/2021,6,"20,08",9:00
8/24/2021,5,"10,89",8:00
8/24/2021,5,"20,23",12:00
8/24/2021,8,"5,94",13:00
8/24/2021,5,"10,98",12:00
8/24/2021,5,"16,32",11:00
8/24/2021,5,"16,96",8:00
8/24/2021,4,"29,56",10:00
8/24/2021,11,"6,34",12:00
8/24/2021,4,"11,6",14:00
8/24/2021,6,"6,05",10:00
8/24/2021,5,"12,65",10:00
8/24/2021,4,"14,66",11:00
8/24/2021,4,"6,94",9:00
8/24/2021,1,"6,29",11:00
8/24/2021,2,"4,03",7:00
8/24/2021,6,"22,73",14:00
8/24/2021,5,"25,09",8:00
8/24/2021,5,"20,72",13:00
8/24/2021,7,"18,21",8:00
8/24/2021,5,"24,38",12:00
8/24/2021,14,"22,55",7:00
8/25/2021,2,"26,56",7:00
8/25/2021,4,"1,58",14:00
8/25/2021,3,"9,24",12:00
8/25/2021,11,"25,92",13:00
8/25/2021,8,"13,62",11:00
8/25/2021,10,"8,68",9:00
8/25/2021,5,"6,32",12:00
8/25/2021,6,"19,42",8:00
8/25/2021,7,"24,75",14:00
8/25/2021,5,"6,2",13:00
8/25/2021,2,"21,03",9:00
8/25/2021,13,"8,85",13:00
8/25/2021,2,"20,31",11:00
8/25/2021,6,4,12:00
8/25/2021,6,"20,41",12:00
8/25/2021,6,"26,46",8:00
8/25/2021,7,"15,93",7:00
8/25/2021,9,"14,48",11:00
8/25/2021,8,"1,94",7:00
8/25/2021,10,"8,26",14:00
8/25/2021,2,"28,21",8:00
8/25/2021,2,"4,51",12:00
8/25/2021,9,"10,03",13:00
8/25/2021,8,"26,32",8:00
8/25/2021,2,"3,87",7:00
8/25/2021,7,"16,78",9:00
8/25/2021,10,"19,49",13:00
8/25/2021,7,"24,68",10:00
8/25/2021,6,"10,35",8:00
8/25/2021,5,"19,11",12:00
8/25/2021,12,"3,8",12:00
8/25/2021,12,"6,81",8:00
8/25/2021,8,"22,59",12:00
8/25/2021,10,"3,64",7:00
8/25/2021,1,"4,87",11:00
8/25/2021,5,"4,87",14:00
8/25/2021,4,"14,85",7:00
8/25/2021,1,"19,03",13:00
8/25/2021,12,"2,33",8:00
8/25/2021,3,"10,3",7:00
8/25/2021,14,"8,77",12:00
8/25/2021,7,"13,2",13:00
8/25/2021,4,"26,43",13:00
8/25/2021,3,"7,93",13:00
8/25/2021,4,"22,03",11:00
8/25/2021,5,"25,77",9:00
8/25/2021,13,"1,61",13:00
8/25/2021,4,"22,95",14:00
8/25/2021,9,"5,48",8:00
8/25/2021,13,"17,3",7:00
8/25/2021,1,"19,63",11:00
8/25/2021,4,"24,18",12:00
8/25/2021,4,"8,54",8:00
8/25/2021,14,"18,48",14:00
8/25/2021,6,"13,82",14:00
8/25/2021,1,"19,12",12:00
8/25/2021,3,"13,08",7:00
8/25/2021,5,"14,5",12:00
8/25/2021,6,"10,43",8:00
8/25/2021,7,"1,99",13:00
8/25/2021,1,"27,87",14:00
8/25/2021,3,"6,57",11:00
8/25/2021,2,"4,06",14:00
8/25/2021,14,"15,81",14:00
8/25/2021,5,"10,9",14:00
8/25/2021,7,"20,6",14:00
8/25/2021,1,"15,72",8:00
8/25/2021,5,"20,24",7:00
8/25/2021,6,"21,15",13:00
8/25/2021,5,"22,14",7:00
8/25/2021,2,"14,74",10:00
8/25/2021,4,"10,09",8:00
8/25/2021,7,"14,35",13:00
8/25/2021,8,"13,52",12:00
8/25/2021,8,"13,09",14:00
8/25/2021,10,"26,37",13:00
8/25/2021,4,"15,26",11:00
8/25/2021,13,"1,67",11:00
8/25/2021,4,"6,69",8:00
8/25/2021,3,"24,31",14:00
8/25/2021,7,"17,3",14:00
8/25/2021,6,"1,94",7:00
8/25/2021,8,"28,95",13:00
8/25/2021,10,7,7:00
8/25/2021,6,"16,25",8:00
8/25/2021,6,"19,85",10:00
8/25/2021,2,"17,39",7:00
8/25/2021,6,"11,33",9:00
8/25/2021,5,"9,38",7:00
8/25/2021,6,"21,99",8:00
8/25/2021,2,"12,27",13:00
8/25/2021,10,"3,47",14:00
8/25/2021,3,"25,6",7:00
8/25/2021,13,"25,84",7:00
8/25/2021,13,"20,75",13:00
8/25/2021,7,"24,42",7:00
8/25/2021,3,"28,13",13:00
8/25/2021,1,8,12:00
8/25/2021,6,"29,74",13:00
8/25/2021,1,"13,07",13:00
8/25/2021,10,"22,94",13:00
8/25/2021,14,"20,08",14:00
8/25/2021,3,"19,97",8:00
8/25/2021,10,"8,26",10:00
8/25/2021,10,"24,77",12:00
8/25/2021,5,"10,96",9:00
8/25/2021,6,"22,45",14:00
8/25/2021,4,"27,04",13:00
8/25/2021,3,"3,89",14:00
8/25/2021,3,"15,28",13:00
8/25/2021,12,"3,47",12:00
8/26/2021,3,"3,75",12:00
8/26/2021,12,"26,56",11:00
8/26/2021,5,"27,23",9:00
8/26/2021,4,"4,38",14:00
8/26/2021,6,"5,03",7:00
8/26/2021,7,"25,15",7:00
8/26/2021,9,"4,18",14:00
8/26/2021,3,"24,22",7:00
8/26/2021,12,"16,74",14:00
8/26/2021,9,"8,86",12:00
8/26/2021,5,"16,25",14:00
8/26/2021,8,"27,98",14:00
8/26/2021,5,"27,05",14:00
8/26/2021,4,"5,39",7:00
8/26/2021,2,"8,87",10:00
8/26/2021,11,"26,19",7:00
8/26/2021,1,"1,91",7:00
8/26/2021,10,"6,04",14:00
8/26/2021,12,"11,77",9:00
8/26/2021,14,"3,15",10:00
8/26/2021,7,"8,92",12:00
8/26/2021,5,"10,85",13:00
8/26/2021,7,"9,11",12:00
8/26/2021,9,"18,82",12:00
8/26/2021,1,"24,07",10:00
8/26/2021,12,"6,57",12:00
8/26/2021,4,"24,91",13:00
8/26/2021,3,"24,26",10:00
8/26/2021,1,"7,68",7:00
8/26/2021,2,"26,12",13:00
8/26/2021,1,"8,58",12:00
8/26/2021,7,"17,77",14:00
8/26/2021,12,"29,83",13:00
8/26/2021,6,"4,24",12:00
8/26/2021,3,"22,65",7:00
8/26/2021,10,"20,98",12:00
8/26/2021,3,"28,78",11:00
8/26/2021,7,"26,57",10:00
8/26/2021,7,"2,87",14:00
8/26/2021,4,"11,51",10:00
8/26/2021,1,"17,46",7:00
8/26/2021,2,"15,09",14:00
8/26/2021,9,"22,76",14:00
8/26/2021,7,"10,16",12:00
8/26/2021,11,"28,75",14:00
8/26/2021,8,"21,86",9:00
8/26/2021,9,"13,11",7:00
8/26/2021,6,"15,82",9:00
8/26/2021,3,"19,38",7:00
8/26/2021,3,"10,12",13:00
8/26/2021,3,"2,85",12:00
8/26/2021,1,"29,29",11:00
8/26/2021,8,"19,78",12:00
8/26/2021,6,"29,51",10:00
8/26/2021,1,"23,64",11:00
8/26/2021,3,"22,46",14:00
8/26/2021,9,"9,28",10:00
8/26/2021,4,"19,19",9:00
8/26/2021,7,"24,15",11:00
8/26/2021,10,"23,01",14:00
8/26/2021,3,"24,99",7:00
8/26/2021,6,"11,02",11:00
8/26/2021,9,"2,62",7:00
8/26/2021,13,"12,57",11:00
8/26/2021,3,"4,58",12:00
8/26/2021,8,"23,84",7:00
8/26/2021,3,"4,99",7:00
8/26/2021,6,"13,57",8:00
8/26/2021,4,"6,53",8:00
8/26/2021,3,"5,58",12:00
8/26/2021,6,"17,62",11:00
8/26/2021,6,"22,66",10:00
8/26/2021,2,"8,97",14:00
8/26/2021,11,"3,58",13:00
8/26/2021,6,"19,02",14:00
8/26/2021,9,"27,56",8:00
8/26/2021,5,"28,52",12:00
8/26/2021,4,"18,77",12:00
8/26/2021,13,"27,9",14:00
8/26/2021,6,"24,3",13:00
8/26/2021,6,"8,64",7:00
8/26/2021,2,"18,58",10:00
8/26/2021,12,"23,52",12:00
8/26/2021,8,"8,78",13:00
8/26/2021,14,"7,11",13:00
8/26/2021,10,"17,56",14:00
8/26/2021,8,"14,78",7:00
8/26/2021,3,"15,24",10:00
8/26/2021,9,"15,26",12:00
8/26/2021,2,"5,39",12:00
8/26/2021,3,"18,8",9:00
8/26/2021,14,"21,9",13:00
8/26/2021,3,"25,89",13:00
8/26/2021,3,"14,57",13:00
8/26/2021,4,"16,32",13:00
8/26/2021,7,"16,37",14:00
8/26/2021,6,"1,84",7:00
8/26/2021,5,"16,62",13:00
8/26/2021,2,"14,44",8:00
8/27/2021,1,"22,22",14:00
8/27/2021,5,"21,55",14:00
8/27/2021,7,"23,27",14:00
8/27/2021,4,"10,59",13:00
8/27/2021,2,"29,6",7:00
8/27/2021,7,"21,4",12:00
8/27/2021,10,"26,7",8:00
8/27/2021,5,"18,33",13:00
8/27/2021,2,"21,26",7:00
8/27/2021,5,"14,33",14:00
8/27/2021,5,"4,51",9:00
8/27/2021,1,"11,53",9:00
8/27/2021,8,"2,09",7:00
8/27/2021,5,"7,06",10:00
8/27/2021,2,"14,75",14:00
8/27/2021,5,"14,04",13:00
8/27/2021,9,"3,32",10:00
8/27/2021,8,"19,84",9:00
8/27/2021,13,"21,01",13:00
8/27/2021,8,"9,11",11:00
8/27/2021,4,"29,11",8:00
8/27/2021,4,"26,84",13:00
8/27/2021,1,"24,13",11:00
8/27/2021,10,"16,19",13:00
8/27/2021,13,"10,57",7:00
8/27/2021,6,"14,88",14:00
8/27/2021,5,"22,3",8:00
8/27/2021,2,"5,17",14:00
8/27/2021,1,"19,47",11:00
8/27/2021,7,"22,41",13:00
8/27/2021,3,"23,18",14:00
8/27/2021,13,"25,56",12:00
8/27/2021,9,"20,24",12:00
8/27/2021,10,"16,98",12:00
8/27/2021,3,"15,28",14:00
8/27/2021,6,"28,03",9:00
8/27/2021,7,"7,43",11:00
8/27/2021,3,"13,33",14:00
8/27/2021,1,"11,96",12:00
8/27/2021,11,"14,35",11:00
8/27/2021,12,"14,76",11:00
8/27/2021,3,"19,36",8:00
8/27/2021,5,"29,09",8:00
8/27/2021,9,"12,7",12:00
8/27/2021,9,"10,56",10:00
8/27/2021,4,"8,27",14:00
8/27/2021,3,"19,23",13:00
8/27/2021,1,"20,98",14:00
8/27/2021,6,"7,76",13:00
8/27/2021,11,"10,15",7:00
8/27/2021,2,"3,49",12:00
8/27/2021,3,"27,8",14:00
8/27/2021,10,"7,04",8:00
8/27/2021,6,"16,56",11:00
8/27/2021,6,"3,58",8:00
8/27/2021,6,"6,79",11:00
8/27/2021,9,"26,22",7:00
8/27/2021,4,"23,87",13:00
8/27/2021,12,"17,09",12:00
8/27/2021,4,"15,51",13:00
8/27/2021,7,"27,75",13:00
8/27/2021,5,"3,56",14:00
8/27/2021,10,"28,48",10:00
8/27/2021,3,"24,41",9:00
8/27/2021,4,"29,48",7:00
8/27/2021,6,"9,31",11:00
8/27/2021,5,"17,72",7:00
8/27/2021,3,"20,37",14:00
8/27/2021,6,"6,64",12:00
8/27/2021,6,"23,44",12:00
8/27/2021,4,"19,36",12:00
8/27/2021,3,"26,03",10:00
8/27/2021,3,"4,31",7:00
8/27/2021,6,"5,94",12:00
8/27/2021,3,"20,77",10:00
8/27/2021,6,"9,57",8:00
8/27/2021,6,23,13:00
8/27/2021,3,"16,23",11:00
8/27/2021,3,"2,95",11:00
8/27/2021,10,"8,63",9:00
8/27/2021,1,"29,61",7:00
8/27/2021,11,"9,96",13:00
8/27/2021,8,"8,07",7:00
8/27/2021,4,"19,87",14:00
8/27/2021,6,"16,85",13:00
8/27/2021,4,"13,92",7:00
8/27/2021,1,"15,7",7:00
8/27/2021,4,"17,91",10:00
8/27/2021,14,"9,41",9:00
8/27/2021,8,"5,48",12:00
8/27/2021,9,"12,1",14:00
8/27/2021,3,"17,18",11:00
8/27/2021,7,"24,68",7:00
8/27/2021,5,"22,94",14:00
8/27/2021,7,"12,52",8:00
8/27/2021,5,"13,55",14:00
8/27/2021,5,"6,74",14:00
8/27/2021,6,"4,56",9:00
8/27/2021,9,"3,25",11:00
8/27/2021,12,"25,82",8:00
8/27/2021,12,"12,1",9:00
8/27/2021,6,"28,88",14:00
8/27/2021,2,"5,97",10:00
8/27/2021,1,"8,17",10:00
8/27/2021,13,"27,74",13:00
8/27/2021,14,"25,12",12:00
8/27/2021,4,"21,23",11:00
8/27/2021,10,"8,46",14:00
8/27/2021,4,"27,22",11:00
8/27/2021,1,"22,18",7:00
8/27/2021,8,"14,35",11:00
8/28/2021,1,"24,29",14:00
8/28/2021,7,"22,31",14:00
8/28/2021,8,"13,6",12:00
8/28/2021,5,"28,21",7:00
8/28/2021,5,"28,83",12:00
8/28/2021,12,"12,67",14:00
8/28/2021,7,"10,84",12:00
8/28/2021,6,"29,53",7:00
8/28/2021,4,"20,18",13:00
8/28/2021,3,"24,85",10:00
8/28/2021,7,"9,01",14:00
8/28/2021,7,"24,32",14:00
8/28/2021,4,"6,98",13:00
8/28/2021,7,"20,69",7:00
8/28/2021,7,"10,41",14:00
8/28/2021,4,"15,91",13:00
8/28/2021,7,"9,17",13:00
8/28/2021,13,"4,82",8:00
8/28/2021,6,"20,7",11:00
8/28/2021,2,"4,24",11:00
8/28/2021,5,"15,4",13:00
8/28/2021,1,"2,59",11:00
8/28/2021,10,"24,97",13:00
8/28/2021,6,"10,68",14:00
8/28/2021,3,"26,64",12:00
8/28/2021,7,"26,32",14:00
8/28/2021,7,"16,92",8:00
8/28/2021,8,"20,37",11:00
8/28/2021,1,"3,92",12:00
8/28/2021,6,"28,75",12:00
8/28/2021,4,"21,33",10:00
8/28/2021,4,"19,79",7:00
8/28/2021,10,"6,58",7:00
8/28/2021,10,"6,07",7:00
8/28/2021,1,"5,67",10:00
8/28/2021,4,"16,53",12:00
8/28/2021,6,"4,02",14:00
8/28/2021,6,"28,74",14:00
8/28/2021,9,"17,58",12:00
8/28/2021,3,"14,66",7:00
8/28/2021,5,"7,31",12:00
8/28/2021,5,"12,89",14:00
8/28/2021,2,"22,33",12:00
8/28/2021,5,"6,4",7:00
8/28/2021,11,"12,44",8:00
8/28/2021,12,"1,72",11:00
8/28/2021,9,"28,33",14:00
8/28/2021,11,"27,23",12:00
8/28/2021,9,"8,77",11:00
8/28/2021,9,"19,92",14:00
8/28/2021,6,"25,94",13:00
8/28/2021,4,"23,27",14:00
8/28/2021,10,"28,65",7:00
8/28/2021,4,"19,68",11:00
8/28/2021,3,"10,8",11:00
8/28/2021,5,"21,85",10:00
8/28/2021,6,"9,01",12:00
8/28/2021,10,"13,43",13:00
8/28/2021,9,"11,12",7:00
8/28/2021,4,"29,68",12:00
8/28/2021,4,"2,46",14:00
8/28/2021,9,"15,75",9:00
8/28/2021,11,"25,69",13:00
8/28/2021,6,"16,86",11:00
8/28/2021,2,"15,73",12:00
8/28/2021,4,"25,69",13:00
8/28/2021,1,"6,73",8:00
8/28/2021,1,"8,92",8:00
8/28/2021,6,"6,68",14:00
8/28/2021,5,"5,81",8:00
8/28/2021,8,"1,74",13:00
8/28/2021,7,"16,76",7:00
8/28/2021,9,"23,32",7:00
8/28/2021,4,"3,04",8:00
8/28/2021,7,"9,08",7:00
8/28/2021,13,"24,91",11:00
8/28/2021,1,"14,79",13:00
8/28/2021,7,"18,24",10:00
8/28/2021,2,"5,16",10:00
8/28/2021,3,"24,27",13:00
8/28/2021,2,"20,31",7:00
8/28/2021,3,"27,8",12:00
8/28/2021,9,"21,68",14:00
8/28/2021,9,"18,04",7:00
8/28/2021,11,"6,13",13:00
8/28/2021,5,"19,34",7:00
8/28/2021,1,"13,74",11:00
8/28/2021,14,"16,98",12:00
8/28/2021,7,"1,86",12:00
8/28/2021,3,"29,7",9:00
8/28/2021,9,"9,53",13:00
8/28/2021,11,"25,32",13:00
8/28/2021,1,"21,95",7:00
8/28/2021,4,"19,39",11:00
8/28/2021,5,"26,27",11:00
8/28/2021,4,"14,52",12:00
8/28/2021,3,"3,55",10:00
8/28/2021,3,"25,19",7:00
8/28/2021,14,"11,49",11:00
8/29/2021,9,"19,63",13:00
8/29/2021,2,"19,75",9:00
8/29/2021,11,"5,24",8:00
8/29/2021,13,"9,16",13:00
8/29/2021,13,"19,86",13:00
8/29/2021,13,"18,07",11:00
8/29/2021,6,"16,91",12:00
8/29/2021,6,"7,49",7:00
8/29/2021,7,"2,12",9:00
8/29/2021,1,"18,5",11:00
8/29/2021,5,"2,57",10:00
8/29/2021,4,"6,19",12:00
8/29/2021,8,"26,71",10:00
8/29/2021,2,"19,58",13:00
8/29/2021,6,"27,85",9:00
8/29/2021,6,"4,38",14:00
8/29/2021,7,"4,16",12:00
8/29/2021,6,"24,17",12:00
8/29/2021,5,16,12:00
8/29/2021,1,"11,6",14:00
8/29/2021,14,"28,49",13:00
8/29/2021,12,"28,85",10:00
8/29/2021,4,"29,63",13:00
8/29/2021,1,"5,84",13:00
8/29/2021,6,"16,32",12:00
8/29/2021,4,"5,47",13:00
8/29/2021,7,"12,56",7:00
8/29/2021,1,"23,47",14:00
8/29/2021,12,"3,52",12:00
8/29/2021,1,"5,03",10:00
8/29/2021,3,"17,01",14:00
8/29/2021,6,"12,6",12:00
8/29/2021,3,"24,55",11:00
8/29/2021,4,"27,45",8:00
8/29/2021,4,"9,7",8:00
8/29/2021,9,"10,01",14:00
8/29/2021,9,11,12:00
8/29/2021,13,"22,74",14:00
8/29/2021,10,"23,93",13:00
8/29/2021,1,"10,58",11:00
8/29/2021,6,"4,01",13:00
8/29/2021,5,"8,96",8:00
8/29/2021,2,"12,47",10:00
8/29/2021,11,"22,99",13:00
8/29/2021,9,"6,62",14:00
8/29/2021,14,"11,88",11:00
8/29/2021,8,"19,12",13:00
8/29/2021,6,"5,89",7:00
8/29/2021,7,"6,88",13:00
8/29/2021,7,"23,87",13:00
8/29/2021,5,"29,88",11:00
8/29/2021,3,"2,23",7:00
8/29/2021,4,"23,82",11:00
8/29/2021,1,"8,01",9:00
8/29/2021,2,"3,41",12:00
8/29/2021,11,"19,95",14:00
8/29/2021,5,"5,12",13:00
8/29/2021,14,"2,41",11:00
8/29/2021,13,"17,81",7:00
8/29/2021,14,"22,62",13:00
8/29/2021,14,"19,56",13:00
8/29/2021,5,"20,24",8:00
8/29/2021,3,"3,12",10:00
8/29/2021,9,"4,97",12:00
8/29/2021,4,"12,66",14:00
8/29/2021,10,29,11:00
8/29/2021,4,"21,24",14:00
8/29/2021,10,"13,33",7:00
8/29/2021,1,"9,47",11:00
8/29/2021,3,"21,25",14:00
8/29/2021,14,"16,45",11:00
8/29/2021,5,"5,76",8:00
8/29/2021,7,"23,79",9:00
8/29/2021,3,"13,58",12:00
8/29/2021,4,"15,83",7:00
8/29/2021,5,"26,09",10:00
8/29/2021,5,"27,47",9:00
8/29/2021,9,"24,65",13:00
8/29/2021,14,"17,37",13:00
8/29/2021,7,"25,3",11:00
8/29/2021,4,"7,85",7:00
8/29/2021,2,"18,43",13:00
8/29/2021,11,"15,94",8:00
8/29/2021,6,"10,8",9:00
8/29/2021,13,"14,53",13:00
8/29/2021,4,"5,55",13:00
8/29/2021,7,"13,68",14:00
8/29/2021,14,"10,28",12:00
8/29/2021,12,"12,87",14:00
8/29/2021,1,"1,5",11:00
8/29/2021,1,"3,9",14:00
8/29/2021,4,"21,96",12:00
8/29/2021,5,"18,73",12:00
8/29/2021,4,"1,77",13:00
8/29/2021,8,"11,66",10:00
8/29/2021,13,"14,25",9:00
8/29/2021,13,"11,23",10:00
8/29/2021,6,"18,93",14:00
8/29/2021,7,"15,38",10:00
8/29/2021,10,"5,03",12:00
8/29/2021,14,"21,78",8:00
8/29/2021,4,"26,85",14:00
8/29/2021,1,"27,94",12:00
8/29/2021,8,"15,69",14:00
8/29/2021,13,"3,88",13:00
8/29/2021,7,"24,97",12:00
8/29/2021,12,"5,38",13:00
8/29/2021,8,8,13:00
8/29/2021,2,"15,32",7:00
8/29/2021,7,"21,89",8:00
8/29/2021,6,"24,27",13:00
8/29/2021,10,"15,3",13:00
8/29/2021,3,"17,55",14:00
8/29/2021,5,"24,98",7:00
8/29/2021,13,"18,03",14:00
8/29/2021,8,"1,83",7:00
8/29/2021,2,"22,09",13:00
8/29/2021,12,"11,92",12:00
8/29/2021,10,"2,67",14:00
8/29/2021,3,"16,43",12:00
8/29/2021,5,"16,94",13:00
8/29/2021,3,"22,81",11:00
8/29/2021,13,"16,36",14:00
8/30/2021,2,"28,53",9:00
